Identifiant,Date,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Part prise en charge (%),Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire,Lien vers données parlementaires
2011/6160,2011,MONTRIGAUD,DROME,la construction d'une nouvelle station de traitement d'eau potable,252500.00,16000.00,6.34,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6161,2011,MONTRIOND,HAUTE-SAVOIE,la construction d'un abri de berger,44715.00,10000.00,22.36,FRANCINA Marc,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/FRANCINA%20Marc/xml
2011/6162,2011,MONT-ROC,TARN,l'aménagement du local technique situé place du village,15007.25,7000.00,46.64,FOLLIOT Philippe,Assemblée nationale,TARN,NC,http://2007.nosdeputes.fr/FOLLIOT%20Philippe/xml
2011/6163,2011,MONTS,INDRE-ET-LOIRE,l'aménagement d'une aire de jeux multisports,64486.20,30000.00,46.52,BEAUFILS Marie-France,Sénat,INDRE-ET-LOIRE,CRC,http://nossenateurs.fr/BEAUFILS%20Marie-France/xml
2011/6164,2011,MONT-SAINT-JEAN,COTE-D'OR,la pose d'une sous-toiture à l'église,14381.47,2000.00,13.91,HOUPERT Alain,Sénat,COTE-D'OR,UMP,http://nossenateurs.fr/HOUPERT%20Alain/xml
2011/6165,2011,MONTSEC,MEUSE,"la réfection des bordures et des trottoirs, route de Loupmont",3364.40,1500.00,44.58,PANCHER Bertrand,Assemblée nationale,MEUSE,UMP,http://2007.nosdeputes.fr/PANCHER%20Bertrand/xml
2011/6166,2011,MONTSEC,MEUSE,l'élaboration d'une carte communale,6805.00,2000.00,29.39,Gouvernement,Réserve ministérielle,#N/A,,
2011/6167,2011,MONTSECRET,ORNE,l'aménagement de salles de classe et d'une salle d'activités à l'école primaire,226029.00,10000.00,4.42,Gouvernement,Réserve ministérielle,#N/A,,
2011/6168,2011,MONTSEVEROUX,ISERE,"l'aménagement des abords de la ""Ferme du Bourg"" (1ère tranche)",177315.00,35000.00,19.74,Gouvernement,Réserve ministérielle,#N/A,,
2011/6169,2011,MONTSINERY-TONNEGRANDE,GUYANE,l'aménagement de sanitaires publics dans le bourg de Tonnégrande,12220.00,6110.00,50.00,HERVIAUX Odette,Sénat,MORBIHAN,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
2011/6170,2011,MONTSOULT,VAL-D'OISE,la réfection des murs de l'église et la restauration des statues de la Vierge à l'Enfant et de Sainte Geneviève,30840.00,15000.00,48.64,PONIATOWSKI Axel,Assemblée nationale,VAL-D'OISE,UMP,http://2007.nosdeputes.fr/PONIATOWSKI%20Axel/xml
2011/6171,2011,MONTSURS,MAYENNE,"la réhabilitation du cinéma ""Le Majestic""",578235.00,50000.00,8.65,ARTHUIS Jean,Sénat,MAYENNE,UDI,http://nossenateurs.fr/ARTHUIS%20Jean/xml
2011/6172,2011,MONTSURVENT,MANCHE,la réhabilitation et l'extension de la salle de convivialité,142418.53,9500.00,6.67,COUSIN Alain,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/COUSIN%20Alain/xml
2011/6173,2011,MONTVERDUN,LOIRE,la mise en accessibilité du site du Pic,10238.52,3000.00,29.30,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6174,2011,MONTVERDUN,LOIRE,la construction d'un cabinet de kinésithérapie en extension du cabinet médical,95130.00,5200.00,5.47,LONGERE Christiane,Sénat,LOIRE,UMP,http://nossenateurs.fr/LONGERE%20Christiane/xml
2011/6175,2011,MONTVERNIER,SAVOIE,l'extension et la mise en accessibilité de la mairie,93200.00,27000.00,28.97,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6176,2011,MOON-SUR-ELLE,MANCHE,la réfection de la voirie et l'aménagement paysager du centre bourg (RD6/RD91),50636.88,5000.00,9.87,GOSSELIN Philippe,Assemblée nationale,MANCHE,UMP,http://2007.nosdeputes.fr/GOSSELIN%20Philippe/xml
2011/6177,2011,MORAINVILLIERS,YVELINES,l'installation d'un système de vidéo protection (2ème tranche),79021.00,15000.00,18.98,Gouvernement,Réserve ministérielle,#N/A,,
2011/6178,2011,MORANCEZ,EURE-ET-LOIR,l'acquisition de décorations festives,7285.00,3642.00,49.99,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6179,2011,MORANCEZ,EURE-ET-LOIR,l'acquisition de matériel de déneigement,7650.00,3825.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6180,2011,MORANCEZ,EURE-ET-LOIR,"l'installation de poteaux incendie, rue de Chartres et rue des Artisans",4610.00,2305.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6181,2011,MORANCEZ,EURE-ET-LOIR,l'installation d'une canalisation d'eau potable pour l'alimentation d'un arrosage automatique,2622.00,1311.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6182,2011,MORANCEZ,EURE-ET-LOIR,l'extension du chauffage de l'église,4001.65,2000.00,49.98,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6183,2011,MORANCEZ,EURE-ET-LOIR,la mise en sécurité de la RD 935 face au cimetière,4176.30,2088.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6184,2011,MORANCEZ,EURE-ET-LOIR,"l'extension de l'éclairage public et l'aménagement d'un trottoir, rue du Stade",8700.00,4350.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6185,2011,MORANCEZ,EURE-ET-LOIR,"la réfection de l'éclairage public, rues de la Croix, du Centre, de la Garenne, des Artisans et du Fer à cheval",25700.00,12850.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6186,2011,MORANCEZ,EURE-ET-LOIR,le relevage de sépultures au cimetière,12945.00,6472.00,50.00,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6187,2011,MORANCEZ,EURE-ET-LOIR,la réhabilitation des sanitaires du camping,8758.48,4379.00,50.00,CORNU Gérard,Sénat,EURE-ET-LOIR,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
2011/6188,2011,MORANCOURT,HAUTE-MARNE,l'aménagement et la mise en accessibilité de la salle de réunion et du secrétariat au rez-de-chaussée de la mairie,114863.05,8000.00,6.96,GUENE Charles,Sénat,HAUTE-MARNE,UMP,http://nossenateurs.fr/GUENE%20Charles/xml
2011/6189,2011,MORANGLES,OISE,l'aménagement de la place de l'Eglise,70709.00,14000.00,19.80,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6190,2011,MORANNES,MAINE-ET-LOIRE,"l'aménagement de la RD 26, rue du Pont et Grande Rue (tranches ferme et conditionnelles)",291948.00,9000.00,3.08,LARDEUX André,Sénat,MAINE-ET-LOIRE,UMP,http://nossenateurs.fr/LARDEUX%20André/xml
2011/6191,2011,MORANVILLE,MEUSE,la réhabilitation de la salle communale,33295.97,2000.00,6.01,BIWER Claude,Sénat,MEUSE,UC,http://nossenateurs.fr/BIWER%20Claude/xml
2011/6192,2011,MORAS,ISERE,la construction d'une salle socio-éducative et sportive et d'un espace culturel,1241500.00,15722.00,1.27,DAVID Annie,Sénat,ISERE,CRC,http://nossenateurs.fr/DAVID%20Annie/xml
2011/6193,2011,MORBECQUE,NORD,la requalification du parvis de l'église et de ses abords,79971.50,7000.00,8.75,LEGENDRE Jacques,Sénat,NORD,UMP,http://nossenateurs.fr/LEGENDRE%20Jacques/xml
2011/6194,2011,MORBIER,JURA,la construction d'une salle multifonctions,2471000.00,8000.00,0.32,BAILLY Gérard,Sénat,JURA,UMP,http://nossenateurs.fr/BAILLY%20Gérard/xml
2011/6195,2011,MORCOURT,AISNE,"des aménagements sécuritaires et paysagers, rue du Moulin et sur la RD n°67",48764.40,15000.00,30.76,BERTRAND Xavier,Assemblée nationale,AISNE,UMP,http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
2011/6196,2011,MOREE,LOIR-ET-CHER,l'extension de la mairie,799500.00,40000.00,5.00,Gouvernement,Réserve ministérielle,#N/A,,
2011/6197,2011,MOREILLES,VENDEE,l'équipement de la M.A.R.P.A. des Hauts de l'Abbaye et l'aménagement de ses abords et la construction d'une salle intergénérationnelle,676992.05,20000.00,2.95,RETAILLEAU Bruno,Sénat,VENDEE,UMP,http://nossenateurs.fr/RETAILLEAU%20Bruno/xml
2011/6198,2011,MORELMAISON,VOSGES,"l'aménagement d'une mairie et d'un logement locatif 34, rue de l'Eglise",341349.45,6000.00,1.76,GAULTIER Jean-Jacques,Assemblée nationale,VOSGES,UMP,http://2007.nosdeputes.fr/GAULTIER%20Jean-Jacques/xml
2011/6199,2011,MORET-SUR-LOING,SEINE-ET-MARNE,la réfection de la toiture du Moulin Provencher,27030.00,10000.00,37.00,JEGO Yves,Assemblée nationale,SEINE-ET-MARNE,UMP,http://2007.nosdeputes.fr/JEGO%20Yves/xml
2011/6200,2011,MORET-SUR-LOING,SEINE-ET-MARNE,l'acquisition et l'installation de panneaux d'information,20640.00,10000.00,48.45,Gouvernement,Réserve ministérielle,#N/A,,
2011/6201,2011,MOREY,SAONE-ET-LOIRE,l'élaboration de la carte communale,8725.00,4362.00,49.99,SIRUGUE Christophe,Assemblée nationale,SAONE-ET-LOIRE,SRC,http://2007.nosdeputes.fr/SIRUGUE%20Christophe/xml
2011/6202,2011,MORGANX,LANDES,la construction d'une nouvelle mairie,208403.15,30000.00,14.40,CARRERE Jean-Louis,Sénat,LANDES,SOC,http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
2011/6203,2011,MORIENNE,SEINE-MARITIME,la réfection des rues de la Preuse et de la Vallée et l'aménagement du carrefour des voies communales n°1 et n°402 (programme 2011),85926.50,8000.00,9.31,MORIN-DESAILLY Catherine,Sénat,SEINE-MARITIME,UDI,http://nossenateurs.fr/MORIN-DESAILLY%20Catherine/xml
2011/6204,2011,MORIENVAL,OISE,l'installation de chauffages électriques émetteurs infrarouges à l'église,25167.00,10000.00,39.73,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6205,2011,MORIERS,EURE-ET-LOIR,l'acquisition de matériel et de mobilier de bureau pour la mairie,4762.90,2000.00,41.99,VIGIER Philippe,Assemblée nationale,EURE-ET-LOIR,NC,http://2007.nosdeputes.fr/VIGIER%20Philippe/xml
2011/6206,2011,MORIEUX,COTES-D'ARMOR,la construction d'une cinquième classe et d'un préau à l'école Charlie Chaplin,101650.00,5000.00,4.92,HERVIAUX Odette,Sénat,MORBIHAN,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
2011/6207,2011,MORIGNY-CHAMPIGNY,ESSONNE,l'aménagement du parc du château,74675.00,37000.00,49.55,Gouvernement,Réserve ministérielle,#N/A,,
2011/6208,2011,MORIGNY-CHAMPIGNY,ESSONNE,la réfection de la cour de l'école primaire des Monceaux,34544.00,10000.00,28.95,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV,http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
2011/6209,2011,MORISEL,SOMME,le ravalement des façades de la mairie et des écoles et la mise en accessibilité des bâtiments aux personnes à mobilité réduite,140626.00,10000.00,7.11,GEST Alain,Assemblée nationale,SOMME,UMP,http://2007.nosdeputes.fr/GEST%20Alain/xml
2011/6210,2011,MORIVILLER,MEURTHE-ET-MOSELLE,la restructuration et la mise en accessibilité et aux normes de la mairie,71550.00,10000.00,13.98,NACHBAR Philippe,Sénat,MEURTHE-ET-MOSELLE,UMP,http://nossenateurs.fr/NACHBAR%20Philippe/xml
2011/6211,2011,MORLAAS,PYRENEES-ATLANTIQUES,"la construction d'une salle omnisports, place de la Hourquie",2930760.80,15000.00,0.51,BAYROU François,Assemblée nationale,PYRENEES-ATLANTIQUES,NI,http://2007.nosdeputes.fr/BAYROU%20François/xml
2011/6212,2011,MORLET,SAONE-ET-LOIRE,la réhabilitation du logement communal,64348.00,10000.00,15.54,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6213,2011,MORLINCOURT,OISE,l'acquisition d'un tracteur,26703.00,10000.00,37.45,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6214,2011,MORMANT,SEINE-ET-MARNE,l'acquisition de panneaux destinés à l'organisation de manifestations festives,3264.00,1632.00,50.00,BRICQ Nicole,Sénat,SEINE-ET-MARNE,SOC,http://nossenateurs.fr/BRICQ%20Nicole/xml
2011/6215,2011,MORNAND-EN-FOREZ,LOIRE,l'aménagement d'un parking aux abords de l'école,61591.90,6000.00,9.74,FOURNIER Bernard,Sénat,LOIRE,UMP,http://nossenateurs.fr/FOURNIER%20Bernard/xml
2011/6216,2011,MORNANT,RHONE,l'aménagement de vitrines fortes dans la chapelle des Fonts Baptismaux de l'église Saint-Pierre,60869.51,12000.00,19.71,BUFFET François-Noël,Sénat,RHONE,UMP,http://nossenateurs.fr/BUFFET%20François-Noël/xml
2011/6217,2011,MORNE-A-L'EAU,GUADELOUPE,l'acquisition de camions destinés à la collecte des encombrants et des déchets d'équipements électriques et électroniques,64000.00,32000.00,50.00,MARSIN Daniel,Sénat,GUADELOUPE,RDSE,http://nossenateurs.fr/MARSIN%20Daniel/xml
2011/6218,2011,MORNE-ROUGE,MARTINIQUE,l'aménagement d'aires de jeux au lotissement Mespont et à la halte de garderie,80000.00,40000.00,50.00,ALMONT Alfred,Assemblée nationale,MARTINIQUE,UMP,http://2007.nosdeputes.fr/ALMONT%20Alfred/xml
2011/6219,2011,MORSANG-SUR-SEINE,ESSONNE,l'édification d'une clôture à l'école des Montelièvres,35050.00,5000.00,14.27,DASSAULT Serge,Sénat,ESSONNE,UMP,http://nossenateurs.fr/DASSAULT%20Serge/xml
2011/6220,2011,MORSCHWILLER-LE-BAS,HAUT-RHIN,l'aménagement de la RD 166 (2ème tranche),1561531.00,50000.00,3.20,GROSSKOST Arlette,Assemblée nationale,HAUT-RHIN,UMP,http://2007.nosdeputes.fr/GROSSKOST%20Arlette/xml
2011/6221,2011,MORTAGNE-AU-PERCHE,ORNE,la sécurisation des tribunes de l'ancien hippodrome,58000.00,29000.00,50.00,LENOIR Jean-Claude,Assemblée nationale,ORNE,UMP,http://2007.nosdeputes.fr/LENOIR%20Jean-Claude/xml
2011/6222,2011,MORTAGNE-AU-PERCHE,ORNE,l'aménagement d'une salle de réunions dans l'ancien palais de justice,100000.00,50000.00,50.00,LENOIR Jean-Claude,Assemblée nationale,ORNE,UMP,http://2007.nosdeputes.fr/LENOIR%20Jean-Claude/xml
2011/6223,2011,MORTAGNE-AU-PERCHE,ORNE,la réfection des trottoirs de la rue des 15 fusillés,111505.00,50000.00,44.84,LENOIR Jean-Claude,Assemblée nationale,ORNE,UMP,http://2007.nosdeputes.fr/LENOIR%20Jean-Claude/xml
2011/6224,2011,MORTAGNE-AU-PERCHE,ORNE,la réfection des locaux de l'ancienne gendarmerie,120000.00,50000.00,41.67,Gouvernement,Réserve ministérielle,#N/A,,
2011/6225,2011,MORTEAU,DOUBS,"le renforcement du réseau d'assainissement des eaux pluviales, rue des Moulinots et avenue Charles de Gaulle, et le raccordement du réseau, rue Sainte-Marie",102043.22,30000.00,29.40,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6226,2011,MORTEAU,DOUBS,la rénovation du préau de l'école maternelle Centre,43777.45,20000.00,45.69,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6227,2011,MORTEAU,DOUBS,"l'acquisition et la réhabilitation des bâtiments industriels ""Barostar""",1628285.11,90000.00,5.53,BINETRUY Jean-Marie,Assemblée nationale,DOUBS,UMP,http://2007.nosdeputes.fr/BINETRUY%20Jean-Marie/xml
2011/6228,2011,MORTEFONTAINE,OISE,la construction d'un local technique,155500.00,13000.00,8.36,Gouvernement,Réserve ministérielle,#N/A,,
2011/6229,2011,MORTEFONTAINE,AISNE,l'acquisition d'un photocopieur pour la mairie,4000.00,1000.00,25.00,ANDRE Pierre,Sénat,AISNE,UMP,http://nossenateurs.fr/ANDRE%20Pierre/xml
2011/6230,2011,MORTROUX,CREUSE,la réhabilitation du groupe scolaire en salle socio- culturelle (2ème tranche),186391.22,30000.00,16.10,Gouvernement,Réserve ministérielle,#N/A,,
2011/6231,2011,MORVILLE-LES-VIC,MOSELLE,l'acquisition d'une tondeuse autoportée et d'une remorque,4000.00,2000.00,50.00,TODESCHINI Jean-Marc,Sénat,MOSELLE,SOC,http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
2011/6232,2011,MORVILLERS,OISE,le remplacement des fenêtres de la mairie et de la salle périscolaire,4345.00,2170.00,49.94,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6233,2011,MORVILLE-SUR-ANDELLE,SEINE-MARITIME,la construction d'une école primaire,763485.00,20000.00,2.62,Gouvernement,Réserve ministérielle,#N/A,,
2011/6234,2011,MORVILLE-SUR-NIED,MOSELLE,"la réfection du chauffage et des toitures, à l'église",33645.53,6000.00,17.83,MARTY Alain,Assemblée nationale,MOSELLE,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
2011/6235,2011,MORVILLE-SUR-SEILLE,MEURTHE-ET-MOSELLE,"l'enfouissement des réseaux, place de l'Eglise et rue Bel Louis",223278.75,5000.00,2.24,LARCHER Gérard,Sénat,YVELINES,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
2011/6236,2011,MORVILLIERS,AUBE,l'aménagement d'un magasin multiservices,404984.08,5000.00,1.23,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP,http://2007.nosdeputes.fr/DHUICQ%20Nicolas/xml
2011/6237,2011,MORVILLIERS,EURE-ET-LOIR,la restauration des vitraux de l'église et l'acquisition de mobilier,22859.20,3000.00,13.12,BILLARD Joël,Sénat,EURE-ET-LOIR,UMP,http://nossenateurs.fr/BILLARD%20Joël/xml
2011/6238,2011,MORY,PAS-DE-CALAIS,la réfection de la mairie et de ses annexes,77641.93,7000.00,9.02,Gouvernement,Réserve ministérielle,#N/A,,
2011/6239,2011,MORY-MONTCRUX,OISE,l'acquisition d'un tracteur tondeuse et d'une remorque,10650.00,5000.00,46.95,DASSAULT Olivier,Assemblée nationale,OISE,UMP,http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
2011/6240,2011,MORY-MONTCRUX,OISE,la mise en sécurité et aux normes de la salle multifonctions,5682.50,2500.00,43.99,MARINI Philippe,Sénat,OISE,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
2011/6241,2011,MOSNAY,INDRE,"l'aménagement des abords des lotissements ""La Violette"" et ""La Buxière"" (1ère tranche)",133589.60,10000.00,7.49,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP,http://2007.nosdeputes.fr/FORISSIER%20Nicolas/xml
2011/6242,2011,MOTHERN,BAS-RHIN,l'aménagement du cimetière et de la place de l'Eglise,231000.00,20000.00,8.66,REISS Frédéric,Assemblée nationale,BAS-RHIN,UMP,http://2007.nosdeputes.fr/REISS%20Frédéric/xml
2011/6243,2011,MOTTEREAU,EURE-ET-LOIR,la réfection de la place de l'Eglise,12829.88,3000.00,23.38,CORNU Gérard,Sénat,EURE-ET-LOIR,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
2011/6244,2011,MOUFLERS,SOMME,l'aménagement des abords de la RD 1001,19839.00,6000.00,30.24,DUBOIS Daniel,Sénat,SOMME,UDI,http://nossenateurs.fr/DUBOIS%20Daniel/xml
2011/6245,2011,MOUHERS,INDRE,l'acquisition et l'édification d'un colombarium,4527.00,2000.00,44.18,FORISSIER Nicolas,Assemblée nationale,INDRE,UMP,http://2007.nosdeputes.fr/FORISSIER%20Nicolas/xml
2011/6246,2011,MOUILLERON-LE-CAPTIF,VENDEE,le remplacement des ouvrants et l'isolation extérieure du foyer rural,58373.00,15000.00,25.70,ADNOT Philippe,Sénat,AUBE,NI,http://nossenateurs.fr/ADNOT%20Philippe/xml
2011/6247,2011,MOUILLERON-LE-CAPTIF,VENDEE,l'extension de l'école maternelle,255098.00,20000.00,7.84,DARNICHE Philippe,Sénat,VENDEE,NI,http://nossenateurs.fr/DARNICHE%20Philippe/xml
2011/6248,2011,MOULAINVILLE,MEUSE,l'installation de cinémomètres,8745.00,2000.00,22.87,DUMONT Jean-Louis,Assemblée nationale,MEUSE,SRC,http://2007.nosdeputes.fr/DUMONT%20Jean-Louis/xml
2011/6249,2011,MOULIETS-ET-VILLEMARTIN,GIRONDE,l'acquisition d'un terrain destiné à la construction d'une résidence pour personnes agées et d'une maison médicale,125760.00,10000.00,7.95,PINTAT Xavier,Sénat,GIRONDE,UMP,http://nossenateurs.fr/PINTAT%20Xavier/xml
2011/6250,2011,MOULINEAUX,SEINE-MARITIME,la démolition et la reconstruction de vestiaires sportifs,253132.00,40000.00,15.80,FABIUS Laurent,Assemblée nationale,SEINE-MARITIME,SRC,http://2007.nosdeputes.fr/FABIUS%20Laurent/xml
2011/6251,2011,MOULINES,CALVADOS,l'effacement des réseaux du bourg,40265.01,5000.00,12.42,LETEURTRE Claude,Assemblée nationale,CALVADOS,NC,http://2007.nosdeputes.fr/LETEURTRE%20Claude/xml
2011/6252,2011,MOULINES,MANCHE,l'aménagement des abords et de l'étage de la mairie et l'installation de panneaux signalétiques,14768.75,6000.00,40.63,BIZET Jean,Sénat,MANCHE,UMP,http://nossenateurs.fr/BIZET%20Jean/xml
2011/6253,2011,MOULINET,ALPES-MARITIMES,la réfection de la voie Saint-Sébastien,18510.00,9255.00,50.00,GUIBAL Jean-Claude,Assemblée nationale,ALPES-MARITIMES,UMP,http://2007.nosdeputes.fr/GUIBAL%20Jean-Claude/xml
2011/6254,2011,MOULIN-MAGE,TARN,"la réfection de la toiture, de la chaufferie et de la sacristie de l'église Cabannes",10180.50,4000.00,39.29,FOLLIOT Philippe,Assemblée nationale,TARN,NC,http://2007.nosdeputes.fr/FOLLIOT%20Philippe/xml
2011/6255,2011,MOULINS-ENGILBERT,NIEVRE,la restauration de l'ouvrage d'entrée du Vieux Château,301083.12,10000.00,3.32,SIGNÉ René-Priree,Sénat,#N/A,,http://nossenateurs.fr/SIGNÉ%20René-Priree/xml
2011/6256,2011,MOULINS-LA-MARCHE,ORNE,l'acquisition de matériel de projection et de guirlandes de décoration destinés à l'organisation des comices agricoles,4560.03,2000.00,43.86,GOULET Nathalie,Sénat,ORNE,UDI,http://nossenateurs.fr/GOULET%20Nathalie/xml
2011/6257,2011,MOULIS,ARIEGE,le renforcement de la chaussée sur le chemin de la Unglo (programme 2010),57274.00,3000.00,5.24,NAYROU Henri,Assemblée nationale,ARIEGE,SRC,http://2007.nosdeputes.fr/NAYROU%20Henri/xml
2011/6258,2011,MOULLE,PAS-DE-CALAIS,la mise en sécurité de la RD 943,42526.60,10000.00,23.51,HENNERON Françoise,Sénat,PAS-DE-CALAIS,UMP,http://nossenateurs.fr/HENNERON%20Françoise/xml
2011/6259,2011,MOURIES,BOUCHES-DU-RHONE,la construction d'un skate-park,27525.00,7000.00,25.43,REYNES Bernard,Assemblée nationale,BOUCHES-DU-RHONE,UMP,http://2007.nosdeputes.fr/REYNES%20Bernard/xml
2011/6260,2011,MOURIOUX-VIEILLEVILLE,CREUSE,la réfection du parvis de l'église et des marches du porche,28760.00,10000.00,34.77,FISCHER Guy,Sénat,RHONE,CRC,http://nossenateurs.fr/FISCHER%20Guy/xml
2011/6261,2011,MOURS-SAINT-EUSEBE,DROME,l'acquisition de terrains et l'aménagement du secteur des Grandes Vignes,800385.50,15000.00,1.87,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
2011/6262,2011,MOUSSAGES,CANTAL,la réfection de la voie communale de Fressanges à Valans,73000.00,10000.00,13.70,MARLEIX Alain,Assemblée nationale,CANTAL,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
2011/6263,2011,MOUSSAGES,CANTAL,l'aménagement de l'entrée du bourg sur la RD 678 aux abords du lotissement,109650.50,8000.00,7.30,MEZARD Jacques,Sénat,CANTAL,RDSE,http://nossenateurs.fr/MEZARD%20Jacques/xml
2011/6264,2011,MOUSSEAUX-NEUVILLE,EURE,"la réfection de la voirie, rues du Château d'Eau et des Ecoles",42881.00,13000.00,30.32,Gouvernement,Réserve ministérielle,#N/A,,
2011/6265,2011,MOUSSEY,VOSGES,l'acquisition d'un véhicule utilitaire UNIMOG UC 300,144648.83,4000.00,2.77,CHERPION Gérard,Assemblée nationale,VOSGES,UMP,http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
2011/6266,2011,MOUSSEY,MOSELLE,l'installation de cinémomètres aux entrées d'agglomération,8610.00,2000.00,23.23,MASSON Jean-Louis,Sénat,#N/A,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
2011/6267,2011,MOUSSY-LE-NEUF,SEINE-ET-MARNE,l'aménagement de la cour du groupe scolaire du chêne,23100.00,2500.00,10.82,Gouvernement,Réserve ministérielle,#N/A,,
2011/6268,2011,MOUSTIER,LOT-ET-GARONNE,la rénovation de l'école et la création d'une structure petite enfance,259000.00,20000.00,7.72,DIEFENBACHER Michel,Assemblée nationale,LOT-ET-GARONNE,UMP,http://2007.nosdeputes.fr/DIEFENBACHER%20Michel/xml
2011/6269,2011,MOUSTOIR-REMUNGOL,MORBIHAN,"la restauration de la charpente, de la toiture et de la voûte lambrissée de l'église",404369.47,10000.00,2.47,HERVIAUX Odette,Sénat,MORBIHAN,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
2011/6270,2011,MOUTERHOUSE,MOSELLE,la restauration de l'église catholique,321070.00,10000.00,3.11,Gouvernement,Réserve ministérielle,#N/A,,
2011/6271,2011,MOUTIERS,ILLE-ET-VILAINE,la construction d'une station d'épuration,1020228.00,90000.00,8.82,MEHAIGNERIE Pierre,Assemblée nationale,ILLE-ET-VILAINE,UMP,http://2007.nosdeputes.fr/MEHAIGNERIE%20Pierre/xml
2011/6272,2011,MOUTIERS-AU-PERCHE,ORNE,"l'aménagement de la traversée du bourg, entrée Est et rue Alphonse Colas (tranche conditionnelle)",88918.75,10000.00,11.25,LENOIR Jean-Claude,Assemblée nationale,ORNE,UMP,http://2007.nosdeputes.fr/LENOIR%20Jean-Claude/xml
2011/6273,2011,MOUVAUX,NORD,la mise aux normes du sas d'entrée de la mairie,18500.00,9250.00,50.00,GERARD Bernard,Assemblée nationale,NORD,UMP,http://2007.nosdeputes.fr/GERARD%20Bernard/xml
