Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/10113,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,"la réfection de la voirie, rue de la Gravette et rue Sully",428937.0,200000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10114,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la réfection des préaux du centre de loisirs Descartes et de l'école Luflade et de l'éclairage de secours du gymnase Descartes,21586.24,10000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10115,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,"travaux de voirie, rue des Frères Clavet",114140.0,50000.0,Gouvernement,Réserve ministérielle,,
2011/10116,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la restructuration du parking situé à proximité de l'hôtel de ville,902184.0,200000.0,Gouvernement,Réserve ministérielle,,
2011/10117,VILLENEUVE-SUR-VERBERIE,OISE,l'aménagement d'un terrain multi-sports,59951.94,20000.0,WOERTH Eric,Assemblée nationale,OISE,UMP
2011/10118,VILLENEUVE-SUR-VERBERIE,OISE,"l'installation de cinémomètres, rue des Flandres",8666.0,4000.0,MARINI Philippe,Sénat,OISE,UMP
2011/10119,VILLENEUVE-SUR-YONNE,YONNE,la réfection des planchers du beffroi de l'église,15898.8,3000.0,Gouvernement,Réserve ministérielle,,
2011/10120,VILLENNES-SUR-SEINE,YVELINES,la construction d'un mini-skatepark au sein du complexe sportif,12000.0,3000.0,MORANGE Pierre,Assemblée nationale,YVELINES,UMP
2011/10121,VILLENOY,SEINE-ET-MARNE,la construction et l'équipement mobilier et matériel d'un Pôle Petite Enfance,685000.0,50000.0,BRICQ Nicole,Sénat,SEINE-ET-MARNE,SOC
2011/10122,VILLEPAROIS,HAUTE-SAONE,"la requalification de l'espace ""Fanican - Pie du Chêne"" (1ère tranche)",206804.0,10000.0,JOYANDET Alain,Assemblée nationale,HAUTE-SAONE,UMP
2011/10123,VILLEPERROT,YONNE,la restructuration et la mise en accessibilité de la mairie et la construction d'un local technique,144540.0,8000.0,FORT Marie-Louise,Assemblée nationale,YONNE,UMP
2011/10124,VILLEPREUX,YVELINES,la réfection des cours de l'école et du centre de loisirs Marie Curie,108616.45,18000.0,BLANC Christian,Assemblée nationale,YVELINES,NC
2011/10125,VILLER,MOSELLE,travaux de sécurité à la mairie,26795.0,300.0,Gouvernement,Réserve ministérielle,,
2011/10126,VILLER,MOSELLE,l'acquisition d'un tracteur et de ses accessoires,26500.0,3000.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/10127,VILLER,MOSELLE,la construction d'un parking public,22430.0,4000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10128,VILLEREAL,LOT-ET-GARONNE,la réhabilitation de la mairie,43102.8,20000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10129,VILLEROUGE-TERMENES,AUDE,"l'aménagement du théâtre ""Chantebien"" (1ère tranche)",30933.0,15000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/10130,VILLERS-AU-TERTRE,NORD,la réhabilitation de l'ancien presbytère en mairie,311162.2,65000.0,DOLEZ Marc,Assemblée nationale,NORD,GDR
2011/10131,VILLERS-AUX-NOEUDS,MARNE,la réfection de la toiture de l'église,103000.0,5000.0,OUDIT Mireille,Sénat,MARNE,UMP
2011/10132,VILLERS-BOCAGE,SOMME,la restauration de la toiture de l'église,153875.0,12000.0,Gouvernement,Réserve ministérielle,,
2011/10133,VILLERS-DEVANT-DUN,MEUSE,la restauration du lavoir communal,8500.0,2000.0,LEONARD Claude,Sénat,MEUSE,UMP
2011/10134,VILLERS-EN-CAUCHIES,NORD,la construction d'un local de rangement en extension de la salle des sports,50331.72,15000.0,LECERF Jean-René,Sénat,NORD,UMP
2011/10135,VILLERS-EN-CAUCHIES,NORD,la mise en sécurité et l'équipement mobilier de la bibliothèque,7920.35,3960.0,LEGENDRE Jacques,Sénat,NORD,UMP
2011/10136,VILLERS-EN-VEXIN,EURE,la mise en sécurité des abords de la mare communale située entre le 23 et le 25 de la rue Principale,13604.79,6000.0,Gouvernement,Réserve ministérielle,,
2011/10137,VILLERSEXEL,HAUTE-SAONE,la construction d'un bloc sanitaire au camping municipal,244309.86,7500.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/10138,VILLERS-FARLAY,JURA,"la réhabilitation du bâtiment situé 58, rue Louis Pasteur",31236.84,10000.0,SERMIER Jea-Mn arie,Assemblée nationale,,
2011/10139,VILLERS-LA-CHEVRE,MEURTHE-ET-MOSELLE,"l'aménagement d'un réseau d'assainissement des eaux pluviales à l'église, la réfection de la charpente et de la toiture et la mise aux normes de l'installation électrique et du chauffage",150853.5,10000.0,NACHBAR Philippe,Sénat,MEURTHE-ET-MOSELLE,UMP
2011/10140,VILLERS-LA-VILLE,HAUTE-SAONE,la restauration du transept nord de l'église (2ème tranche),22230.88,6000.0,RAISON Michel,Assemblée nationale,HAUTE-SAONE,UMP
2011/10141,VILLERS-LA-VILLE,HAUTE-SAONE,la restauration de l'église (1ère tranche),33892.0,2000.0,VILLAUME Jean-Michel,Assemblée nationale,HAUTE-SAONE,SRC
2011/10142,VILLERS-LES-LUXEUIL,HAUTE-SAONE,l'aménagement d'un espace cinéraire au cimetière,7000.0,1400.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/10143,VILLERS-LES-NANCY,MEURTHE-ET-MOSELLE,la construction d'un multi-accueil au sein du centre Louise Martin à Villers Clairlieu,285670.77,10000.0,ROSSO-DEBORD Valérie,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP
2011/10144,VILLERS-LES-ORMES,INDRE,la réfection des trottoirs en centre bourg,20199.5,5992.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/10145,VILLERS-LES-POTS,COTE-D'OR,la mise aux normes d'accessibilité de la mairie et de l'agence postale,34532.94,5000.0,DELATTE Rémi,Assemblée nationale,COTE-D'OR,UMP
2011/10146,VILLERS-LES-ROYE,SOMME,l'installation de panneaux de signalisation et de limitation de vitesse au carrefour de la rue du Sac et Grande rue,2729.77,1000.0,DUBOIS Daniel,Sénat,SOMME,UDI
2011/10147,VILLERS-LE-TILLEUL,ARDENNES,la restauration de la façade et du pignon de la mairie,6569.0,3000.0,POLETTI Bérengère,Assemblée nationale,ARDENNES,UMP
2011/10148,VILLERS-OUTREAUX,NORD,la restauration de l'église Saint-Martin (tranche ferme et 1ère tranche conditionnelle),553567.0,18400.0,LEGENDRE Jacques,Sénat,NORD,UMP
2011/10149,VILLERS-PATRAS,COTE-D'OR,la restauration du clocher de l'église,10014.01,1000.0,HOUPERT Alain,Sénat,COTE-D'OR,UMP
2011/10150,VILLERS-POL,NORD,"l'aménagement du préau de l'école publique ""La Rhônelle""",64569.0,7000.0,LEGENDRE Jacques,Sénat,NORD,UMP
2011/10151,VILLERS-ROBERT,JURA,l'installation d'un chauffage dans l'église paroissiale Villers-Robert- Seligney,21113.4,4222.0,BAILLY Gérard,Sénat,JURA,UMP
2011/10152,VILLERS-SAINT-GENEST,OISE,la construction d'un abri-bus,8645.49,3000.0,Gouvernement,Réserve ministérielle,,
2011/10153,VILLERS-SAINT-MARTIN,DOUBS,la restauration du fronton de l'église,45982.0,7000.0,BONNOT Marcel,Assemblée nationale,DOUBS,UMP
2011/10154,VILLERS-SIRE-NICOLE,NORD,l'aménagement de l'ancienne garderie en classe maternelle,9546.62,4770.0,MARIN Christine,Assemblée nationale,NORD,UMP
2011/10155,VILLERS-SOUS-PRENY,MEURTHE-ET-MOSELLE,la construction d'un réservoir d'eau potable en sortie de la source de La Vaux,82675.0,7000.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/10156,VILLERS-STONCOURT,MOSELLE,la réfection de la toiture du logement communal et du garage attenant,22633.0,3000.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/10157,VILLERS-SUR-BAR,ARDENNES,la viabilisation du chemin de l'Agri,69743.4,3480.0,Gouvernement,Réserve ministérielle,,
2011/10158,VILLERS-SUR-BAR,ARDENNES,la viabilisation du chemin de l'Agri (2ème tranche),20400.0,3000.0,Gouvernement,Réserve ministérielle,,
2011/10159,VILLERS-SUR-BONNIERES,OISE,l'acquisition d'un tracteur-tondeuse et de divers équipements,15566.0,7500.0,DASSAULT Olivier,Assemblée nationale,OISE,UMP
2011/10160,VILLERS-SUR-FERE,AISNE,la construction d'une école et l'aménagement de la voirie et des réseaux,1035649.92,5700.0,VASSEUR Isabelle,Assemblée nationale,AISNE,UMP
2011/10161,VILLERS-SUR-LE-ROULE,EURE,"la pose de panneaux de signalisation sur la RD 65, route de Gaillon",2920.31,900.0,PONIATOWSKI Ladislas,Sénat,EURE,UMP
2011/10162,VILLERS-SUR-TRIE,OISE,la mise aux normes de bornes incendie,6456.11,3000.0,MARINI Philippe,Sénat,OISE,UMP
2011/10163,VILLERS-VAUDEY,HAUTE-SAONE,la restauration du monument aux morts,6217.39,2000.0,JOYANDET Alain,Assemblée nationale,HAUTE-SAONE,UMP
2011/10164,VILLERUPT,MEURTHE-ET-MOSELLE,la consolidation de la tribune de l'orgue de l'église Notre- Dame,10601.96,5000.0,ECKERT Christian,Assemblée nationale,MEURTHE-ET-MOSELLE,SRC
2011/10165,VILLERUPT,MEURTHE-ET-MOSELLE,la restauration des orgues de l'église Notre-Dame (2ème tranche),55305.0,9000.0,DIDIER Evelyne,Sénat,MEURTHE-ET-MOSELLE,CRC
2011/10166,VILLES-SUR-AUZON,VAUCLUSE,la réhabilitation de la Maison Chastel en vue de l'extension de l'école,375502.75,20000.0,HAUT Claude,Sénat,VAUCLUSE,SOC
2011/10167,VILLETELLE,HERAULT,la création d'une salle polyvalente et l'aménagement des abords,741051.4,30000.0,GRAND Jean-Pierre,Assemblée nationale,HERAULT,UMP
2011/10168,VILLETOUREIX,DORDOGNE,l'aménagement de la mairie au 1er étage de l'ancien presbytère,263676.0,3000.0,LANGLADE Colette,Assemblée nationale,DORDOGNE,SRC
2011/10169,VILLETRUN,LOIR-ET-CHER,l'extension et la mise aux normes de la salle des associations,239200.0,10000.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/10170,VILLEVALLIER,YONNE,"l'aménagement de trottoirs et la réhabilitation des réseaux d'eau potable, rue de la République et rue de l'église",72137.28,4000.0,FORT Marie-Louise,Assemblée nationale,YONNE,UMP
2011/10171,VILLEVOCANCE,ARDECHE,"l'aménagement d'une cantine scolaire en rez-de-jardin de la ""Maison Mourier""",312000.0,10000.0,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC
2011/10172,VILLEXAVIER,CHARENTE-MARITIME,"l'aménagement d'une défense incendie au village de ""La Baudrie""",13551.0,5430.0,BUSSEREAU Dominique,Assemblée nationale,CHARENTE-MARITIME,UMP
2011/10173,VILLEZ-SOUS-BAILLEUL,EURE,"l'installation de l'éclairage public, rue de la Garenne et rue Gonet",2978.69,1400.0,PONIATOWSKI Ladislas,Sénat,EURE,UMP
2011/10174,VILLEZ-SUR-LE-NEUBOURG,EURE,la restauration de la grosse cloche de l'église,4710.0,2000.0,NICOLAS Jean-Pierre,Assemblée nationale,EURE,UMP
2011/10175,VILLIERS,VIENNE,l'aménagement et la mise en sécurité de la voirie (programme 2011),21987.7,10993.0,CLAEYS Alain,Assemblée nationale,VIENNE,SRC
2011/10176,VILLIERS-FOSSARD,MANCHE,l'isolation et le remplacement des menuiseries dans le logement de l'ancien presbytère,9404.39,4700.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10177,VILLIERS-HERBISSE,AUBE,la réhabilitation du bâtiment école en salle socio- culturelle,175575.0,4000.0,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP
2011/10178,VILLIERS-LE-BEL,VAL-D'OISE,la restructuration de la Maison Jacques Brel en vue de la création d'un centre artistique consacré aux musiques actuelles,1400685.96,50000.0,LE TEXIER Raymonde,Sénat,VAL-D'OISE,SOCV
2011/10179,VILLIERS-LE-BOIS,AUBE,"la restauration des jambes de forces de l'église, le jointement du bas des murs extérieurs et la pose d'un éclairage",18300.0,2500.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10180,VILLIERS-LE-BOIS,AUBE,la mise en place d'un dispositif d'étaiement dans le choeur et l'avant-choeur de l'église et la réfection des accès aux combles,30432.5,3000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/10181,VILLIERS-LE-MAHIEU,YVELINES,l'installation de filets pare-ballons autour du terrain de football,7579.43,3700.0,Gouvernement,Réserve ministérielle,,
2011/10182,VILLIERS-LE-MAHIEU,YVELINES,des travaux de rénovation et l'installation d'un serveur informatique dans les locaux scolaires et la mise en place d'une alarme incendie à la salle des fêtes,41521.98,20000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10183,VILLIERS-LE-PRE,MANCHE,l'extension de la mairie et la mise en conformité des zones accessibles au public,150213.42,15000.0,BIZET Jean,Sénat,MANCHE,UMP
2011/10184,VILLIERS-SAINT-GEORGES,SEINE-ET-MARNE,la réhabilitation de la piste d'athlétisme,83177.0,24000.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10185,VILLIERS-SOUS-GREZ,SEINE-ET-MARNE,"le remplacement des branchements en plomb, rues de Larchant, de Nemours et de l'Eglise",79675.0,24380.0,JULIA Didier,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10186,VILLIERS-SUR-LOIR,LOIR-ET-CHER,la réhabilitation et l'extension de la maison des associations et l'aménagement paysager des abords avec extension du parking,900391.0,20000.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/10187,VILLIERS-SUR-MARNE,VAL-DE-MARNE,l'acquisition d'une imprimante à éco-solvant grand format,20000.0,10000.0,BENISTI Jacques-Alain,Assemblée nationale,,
2011/10188,VILLIERS-SUR-SEINE,SEINE-ET-MARNE,travaux de voirie (programme 2011),35120.0,17500.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10189,VILLIEU-LOYES-MOLLON,AIN,l'acquisition d'un terrain et la construction d'une salle des fêtes,1042000.0,10000.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/10190,VILLORCEAU,LOIRET,"la création de placettes de retournement rues de Bonnevalet et Loynes, d'un réseau d'eaux pluviales rue de Josnes et le renouvellement partiel du parc éclairage public (programme 2011)",91000.0,45000.0,CARRE Olivier,Assemblée nationale,LOIRET,UMP
2011/10191,VILLOSSANGES,PUY-DE-DOME,la restructuration du pôle associatif et sportif,486040.0,15000.0,ANDRE Michèle,Sénat,PUY-DE-DOME,SOC
2011/10192,VILLOTTE-SUR-AIRE,MEUSE,la rénovation de la toiture de la salle polyvalente,20538.52,4100.0,PANCHER Bertrand,Assemblée nationale,MEUSE,UMP
2011/10193,VILLY-EN-AUXOIS,COTE-D'OR,la restauration de la chapelle Sainte-Barbe,163432.0,50000.0,SAUVADET François,Assemblée nationale,COTE-D'OR,NC
2011/10194,VILLY-EN-AUXOIS,COTE-D'OR,le captage des eaux pluviales et le rechargement de la chaussée dans le lotissement de l'Ozerain,38769.05,19000.0,Gouvernement,Réserve ministérielle,,
2011/10195,VILLY-EN-AUXOIS,COTE-D'OR,le remplacement de l'horloge des cloches de l'église,3337.0,800.0,HOUPERT Alain,Sénat,COTE-D'OR,UMP
2011/10196,VILLY-EN-TRODES,AUBE,la réfection de la voirie (programme 2011),46149.16,4500.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10197,VILLY-LE-BOUVERET,HAUTE-SAVOIE,"la réfection et la mise aux normes de la salle des fêtes ""Le cercle rural""",79074.0,20000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10198,VILLY-LE-BOUVERET,HAUTE-SAVOIE,l'édification d'un columbarium et l'aménagement d'un jardin du souvenir,9250.0,3000.0,AMOUDRY Jean-Paul,Sénat,HAUTE-SAVOIE,UDI
2011/10199,VILLY-LE-MARECHAL,AUBE,l'aménagement de la rue de Payn,191974.1,10000.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10200,VILLY-LE-MARECHAL,AUBE,l'aménagement des abords de la mairie et de la salle des Villiats,63553.1,4000.0,GAILLARD Yann,Sénat,AUBE,UMP
2011/10201,VILLY-LE-PELLOUX,HAUTE-SAVOIE,l'aménagement d'une voirie contournant le centre de tri,71969.0,30000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10202,VILLY-LE-PELLOUX,HAUTE-SAVOIE,l'aménagement d'un chemin piétonnier le long de la RD 2,70281.0,10000.0,CARLE Jean-Claude,Sénat,HAUTE-SAVOIE,UMP
2011/10203,VILLY-LEZ-FALAISE,CALVADOS,la réfection de la voie communale n°2,67784.0,11000.0,LETEURTRE Claude,Assemblée nationale,CALVADOS,NC
2011/10204,VIMORY,LOIRET,l'installation de nouvelles fenêtres et le ravalement de la façade de la mairie,24280.2,8000.0,SUEUR Jean-Pierre,Sénat,LOIRET,SOC
2011/10205,VINANTES,SEINE-ET-MARNE,l'aménagement d'une plaine de jeux,44321.24,5000.0,Gouvernement,Réserve ministérielle,,
2011/10206,VINCELLES,MARNE,l'aménagement du cimetière communal et l'édification d'un columbarium,40000.0,4000.0,MARTIN Philippe-Armand,Assemblée nationale,,
2011/10207,VINCELLES,JURA,la restauration des façades et de la toiture de l'église,115482.53,12000.0,PELISSARD Jacques,Assemblée nationale,JURA,UMP
2011/10208,VINCENNES,VAL-DE-MARNE,"l'aménagement d'une zone 30, rue du Maréchal Maunoury",116487.22,25000.0,PROCACCIA Catherine,Sénat,VAL-DE-MARNE,UMP
2011/10209,VINCY-MANOEUVRE,SEINE-ET-MARNE,"l'installation de plateaux ralentisseurs, l'aménagement de l'écoulement des eaux pluviales et la pose de barrières de chaque côté du pont à Manoeuvre",9683.8,3400.0,Gouvernement,Réserve ministérielle,,
2011/10210,VINZIEUX,ARDECHE,"la mise en accessibilité de la mairie, la rénovation du préau situé place de la Fontaine et l'aménagement de l'accès au quartier de Baradine",12150.5,5000.0,DUSSOPT Olivier,Assemblée nationale,ARDECHE,SRC
2011/10211,VIOLAY,LOIRE,la restauration et la sécurisation de la tour Matagrin,136367.4,10000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10212,VIONVILLE,MOSELLE,le remplacement du système informatique de la mairie,4815.0,2407.0,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV
2011/10213,VIPLAIX,ALLIER,la réhabilitation de l'ancien presbytère en mairie et la construction de sanitaires publics,156890.0,5000.0,LESTERLIN Bernard,Assemblée nationale,ALLIER,SRC
2011/10214,VIRE,CALVADOS,l'aménagement de la voie de desserte de la crèche Léo et Léa,166626.71,82950.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10215,VIRE,CALVADOS,la réfection de la toiture du tennis couvert au stade Pierre Compte,110901.0,55450.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10216,VIRE,CALVADOS,la restructuration complète du groupe scolaire Jean Moulin,280000.0,140000.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10217,VIRE,CALVADOS,la réfection de la toiture dans le cadre de l'extension du stand de tir au complexe sportif du Val de Vire,100003.18,50000.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10218,VIRE,CALVADOS,le remplacement des menuiseries extérieures du groupe scolaire Malraux,38220.63,19100.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10219,VIRE,CALVADOS,l'acquisition d'un praticable gymnique,5000.0,2500.0,COUSIN Jean-Yves,Assemblée nationale,CALVADOS,UMP
2011/10220,VIRE,SAONE-ET-LOIRE,la réhabilitation d'un ensemble immobilier en commerces (1ère phase),1363910.83,15000.0,COURTOIS Jean-Patrick,Sénat,SAONE-ET-LOIRE,UMP
2011/10221,VIREY-SOUS-BAR,AUBE,l'acquisition de mobilier pour l'école maternelle et la réfection des sanitaires,8316.29,2500.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10222,VISAN,VAUCLUSE,"la création d'un parking et d'un espace vert, avenue Charles de Gaulle",142463.23,60000.0,DURIEU Paul,Assemblée nationale,VAUCLUSE,UMP
2011/10223,VIS-EN-ARTOIS,PAS-DE-CALAIS,la réfection du Monument aux morts et l'aménagement de ses abords,36246.0,5500.0,VANLERENBERGHE Jean-Marie,Sénat,PAS-DE-CALAIS,UDI
2011/10224,VISSAC-AUTEYRAC,HAUTE-LOIRE,la réhabilitation de la salle de réunion d'Auteyrac,40000.0,4000.0,GOUTEYRON Adrien,Sénat,HAUTE-LOIRE,UMP
2011/10225,VITRAC-SAINT-VINCENT,CHARENTE,"l'installation d'une défense incendie aux villages de Le Petit Jauniat/Le Breuil, Le Grand Jauniat/La Traverse, La Brande et Saint-Vincent",135815.25,10000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/10226,VITRAY-EN-BEAUCE,EURE-ET-LOIR,la rénovation du réseau d'eau potable (1ère tranche),74550.0,5000.0,de MONTGOLFIER Albéric,Sénat,EURE-ET-LOIR,UMP
2011/10227,VITRE,DEUX-SEVRES,la construction d'un atelier municipal,160000.0,4000.0,BATHO Delphine,Assemblée nationale,DEUX-SEVRES,SRC
2011/10228,VITRE,ILLE-ET-VILAINE,l'aménagement de l'entrée de la ville (RD 88),193185.0,95000.0,MEHAIGNERIE Pierre,Assemblée nationale,ILLE-ET-VILAINE,UMP
2011/10229,VITRE,ILLE-ET-VILAINE,l'aménagement des rues de la Tremoille et de la rue Baudrairie,264981.0,132000.0,MEHAIGNERIE Pierre,Assemblée nationale,ILLE-ET-VILAINE,UMP
2011/10230,VITREY-SUR-MANCE,HAUTE-SAONE,l'acquisition de l'ancien bâtiment de la poste en vue de la création de logements pour les seniors,83000.0,6000.0,KRATTINGER Yves,Sénat,HAUTE-SAONE,SOC
2011/10231,VITROLLES-EN-LUBERON,VAUCLUSE,la réfection du mur de soutènement de la place de l'Eglise,88045.98,10000.0,HAUT Claude,Sénat,VAUCLUSE,SOC
2011/10232,VITRY-LA-VILLE,MARNE,l'aménagement de la traverse de la RD 2 et des rues adjacentes,479834.77,5000.0,de COURSON Charles,Assemblée nationale,MARNE,NC
2011/10233,VITRY-LE-CROISE,AUBE,la restructuration de la mairie et de la salle socioculturelle et la construction d'une chaufferie bois,381026.13,4000.0,DHUICQ Nicolas,Assemblée nationale,AUBE,UMP
2011/10234,VITTARVILLE,MEUSE,la réfection de la toiture de l'église située rue Boëmont,22447.26,2500.0,Gouvernement,Réserve ministérielle,,
2011/10235,VITTEAUX,COTE-D'OR,"la construction d'un garage et l'aménagement d'un parking, place du Monument",38733.9,19366.0,SAUVADET François,Assemblée nationale,COTE-D'OR,NC
2011/10236,VITTEAUX,COTE-D'OR,"la réfection de la voirie, rue Edmé Millot, rue Montchevrault, rue Hubert Languet, rue de Verdun et rue de Dijon",50800.0,15240.0,SAUVADET François,Assemblée nationale,COTE-D'OR,NC
2011/10237,VITTERSBOURG,MOSELLE,l'équipement mobilier de la nouvelle mairie,9072.0,3662.0,MARTY Alain,Assemblée nationale,MOSELLE,UMP
