Identifiant,Bénéficiaire,Département,Nature du projet,Coût du projet,Subvention allouée,Parlementaire transmetteur,Nature,Département Parlementaire,Groupe politique du parlementaire
2011/9965,VIEILLEVIGNE,LOIRE-ATLANTIQUE,l'aménagement de la place de la Mairie et de la rue Jules Verne (RD 753),907983.0,15000.0,TRILLARD André,Sénat,LOIRE-ATLANTIQUE,UMP
2011/9966,VIEILLEY,DOUBS,la réhabilitation du lavoir situé devant la mairie,11307.88,2000.0,GROSPERRIN Jacques,Assemblée nationale,DOUBS,UMP
2011/9967,VIEIL-MOUTIER,PAS-DE-CALAIS,l'aménagement d'un terrain d'activités en gazon synthétique,225000.0,15000.0,SERGENT Michel,Sénat,PAS-DE-CALAIS,SOCV
2011/9968,VIELLA,GERS,la réfection du mur d'enceinte du cimetière (2ème tranche),18300.0,3000.0,VALL Raymond,Sénat,GERS,RDSE
2011/9969,VIELLE-AURE,HAUTES-PYRENEES,l'aménagement du jardin d'enfants et du parc de la Neste (3ème tranche),143952.56,4000.0,GLAVANY Jean,Assemblée nationale,HAUTES-PYRENEES,SRC
2011/9970,VIELMOULIN,COTE-D'OR,la mise en sécurité de la traversée du hameau de la Chaleur,10060.13,3500.0,SAUVADET François,Assemblée nationale,COTE-D'OR,NC
2011/9971,VIELMUR-SUR-AGOUT,TARN,la mise en sécurité et l'aménagement paysager de la route départementale n° 92,107000.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/9972,VIEL-SAINT-REMY,ARDENNES,la réfection de la toiture et du clocheton du bâtiment de la mairie,31850.14,5000.0,Gouvernement,Réserve ministérielle,,
2011/9973,VIENNE,ISERE,l'acquisition de supports culturels (programme 2011),65605.0,8988.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/9974,VIENNE,ISERE,l'acquisition d'instruments de musique,100351.98,15000.0,Gouvernement,Réserve ministérielle,,
2011/9975,VIENNE-EN-VAL,LOIRET,la réfection de la voirie au lotissement du Petit Bourg,43470.0,10000.0,SUEUR Jean-Pierre,Sénat,LOIRET,SOC
2011/9976,VIERZY,AISNE,le remplacement des menuiseries du rez-de-chaussée et du 1er étage de la mairie,31922.89,10000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/9977,VIETHOREY,DOUBS,l'aménagement du parking du cimetière,13445.25,2500.0,BONNOT Marcel,Assemblée nationale,DOUBS,UMP
2011/9978,VIETHOREY,DOUBS,la réfection de l'atelier communal,11016.78,5000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/9979,VIEUVICQ,EURE-ET-LOIR,la réfection de l'église Saint-Martin (2ème tranche),33830.85,10000.0,VIGIER Philippe,Assemblée nationale,EURE-ET-LOIR,NC
2011/9980,VIEUX-CHARMONT,DOUBS,"l'aménagement d'une aire de jeux, place des Arbues",21031.45,3000.0,MOSCOVICI Pierre,Assemblée nationale,DOUBS,SRC
2011/9981,VIEUX-RENG,NORD,l'acquisition d'un défibrillateur cardiaque automatique et d'une armoire externe,1800.0,900.0,TÜRK Alex,Sénat,NORD,NI
2011/9982,VIEUX-RUFFEC,CHARENTE,l'aménagement d'un espace cinéraire au cimetière,5800.23,2000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/9983,VIGEOIS,CORREZE,"la dissimulation des réseaux et la réfection de la voirie, chemin d'Estivaux (2ème tranche)",106750.0,9000.0,HOLLANDE François,Assemblée nationale,CORREZE,SRC
2011/9984,VIGEOIS,CORREZE,"l'assainissement des eaux usées et le renforcement du réseau d'eau potable, route d'Uzerche et chemin d'Estivaux",246815.85,10000.0,BOURZAI Bernadette,Sénat,CORREZE,SOC
2011/9985,VIGEVILLE,CREUSE,l'acquisition d'une maison et des terrains attenants en vue de l'aménagement de logements locatifs,91000.0,20000.0,Gouvernement,Réserve ministérielle,,
2011/9986,VIGNALE,HAUTE-CORSE,l'acquisition de tables et de matériel de voirie et l'installation de divers garde-corps,11352.8,5676.0,GANDOLFI-SCHEIT Sauveur,Assemblée nationale,HAUTE-CORSE,UMP
2011/9987,VIGNATS,CALVADOS,le renforcement de la voie communale n°110 dite route de la Pouilleuse,24753.25,4500.0,DUPONT Ambroise,Sénat,CALVADOS,UMP
2011/9988,VIGNELY,SEINE-ET-MARNE,l'aménagement des abords de la mairie (1ère tranche),121641.55,12000.0,Gouvernement,Réserve ministérielle,,
2011/9989,VIGNELY,SEINE-ET-MARNE,la construction d'un atelier municipal (2ème tranche),98095.31,12000.0,Gouvernement,Réserve ministérielle,,
2011/9990,VIGNELY,SEINE-ET-MARNE,l'acquisition de mobilier destiné à l'accueil du public à la mairie,4247.0,2000.0,Gouvernement,Réserve ministérielle,,
2011/9991,VIGNEMONT,OISE,le remplacement des fenêtres de la mairie,2394.0,1000.0,MARINI Philippe,Sénat,OISE,UMP
2011/9992,VIGNEMONT,OISE,la mise en accessibilité du cimetière,11973.0,5966.0,MARINI Philippe,Sénat,OISE,UMP
2011/9993,VIGNEMONT,OISE,l'extension des locaux de la compagnie d'Arc,11026.0,5513.0,MARINI Philippe,Sénat,OISE,UMP
2011/9994,VIGNEMONT,OISE,l'élaboration d'un diagnostic relatif à la mise en accessibilité des bâtiments publics aux personnes à mobilité réduite,1000.0,500.0,MARINI Philippe,Sénat,OISE,UMP
2011/9995,VIGNEULLES,MEURTHE-ET-MOSELLE,l'enfouissement des réseaux (3ème et 4ème tranches),289852.25,5000.0,LAMBLIN Jacques,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP
2011/9996,VIGNEUX-DE-BRETAGNE,LOIRE-ATLANTIQUE,l'extension et la restructuration du groupe scolaire Saint- Exupéry (2ème phase),1090000.0,60000.0,AYRAULT Jean-Marc,Assemblée nationale,LOIRE-ATLANTIQUE,SRC
2011/9997,VIGNEUX-HOCQUET,AISNE,la restauration des vitraux n° 3 et n° 4 de l'église,9883.0,4500.0,LEFEVRE Antoine,Sénat,AISNE,UMP
2011/9998,VIGNOLLES,CHARENTE,la construction d'un centre socio-éducatif et culturel,500000.0,10000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/9999,VIGNOLS,CORREZE,la réfection de la toiture de l'atelier communal,37766.0,3500.0,HOLLANDE François,Assemblée nationale,CORREZE,SRC
2011/10000,VIGNORY,HAUTE-MARNE,la réfection du réseau d'eau potable et des branchements en plomb (2ème tranche),310212.57,31000.0,SIDO Bruno,Sénat,HAUTE-MARNE,UMP
2011/10001,VIGNY,VAL-D'OISE,l'acquisition d'un tracteur équipé d'une lame de déneigement et d'un épandeur,41285.38,10000.0,HOUILLON Philippe,Assemblée nationale,VAL-D'OISE,UMP
2011/10002,VIGNY,MOSELLE,l'acquisition de candélabres dans le cadre du réaménagement de la rue Principale,20706.0,5000.0,JACQUAT Denis,Assemblée nationale,MOSELLE,UMP
2011/10003,VIGNY,MOSELLE,"l'aménagement d'un plateau surélevé, rue Principale",66427.5,4000.0,MASSERET Jean-Pierre,Sénat,MOSELLE,SOCV
2011/10004,VIGOULANT,INDRE,"l'installation du chauffage, de l'électricité et de plafonds à isolation phonique au préau fermé de la salle des fêtes",9315.65,4583.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/10005,VIGUERON,TARN-ET-GARONNE,"la réfection du mur du cimetière, la restauration de l'église et la rénovation et l'extension de la salle des fêtes",282500.0,10000.0,BAYLET Jean-Michel,Sénat,TARN-ET-GARONNE,RDSE
2011/10006,VILLACOURT,MEURTHE-ET-MOSELLE,"l'installation de fontaines, rue Neuve",71400.0,10000.0,LAMBLIN Jacques,Assemblée nationale,MEURTHE-ET-MOSELLE,UMP
2011/10007,VILLADIN,AUBE,l'aménagement de la petite route de Pouy-sur-Vanne,22525.0,7000.0,Gouvernement,Réserve ministérielle,,
2011/10008,VILLAINES-LA-CARELLE,SARTHE,"l'aménagement et la mise en sécurité du bourg, voie du signal de Perseigne",180000.0,20000.0,Gouvernement,Réserve ministérielle,,
2011/10009,VILLAINES-LA-JUHEL,MAYENNE,l'extension du cimetière et l'aménagement d'un espace cinéraire,384405.0,30000.0,ARTHUIS Jean,Sénat,MAYENNE,UDI
2011/10010,VILLAINES-SOUS-BOIS,VAL-D'OISE,l'aménagement du trottoir situé devant la mairie et la réfection de la clôture du square,20000.0,10000.0,PONIATOWSKI Axel,Assemblée nationale,VAL-D'OISE,UMP
2011/10011,VILLAMBLARD,DORDOGNE,la restructuration des courts de tennis,36950.0,5000.0,ASSOULINE David,Sénat,PARIS,SOC
2011/10012,VILLARD-SUR-DORON,SAVOIE,l'aménagement de la place du village,271112.7,20000.0,Gouvernement,Réserve ministérielle,,
2011/10013,VILLARIES,HAUTE-GARONNE,la réhabilitation des sanitaires de la salle polyvalente et la création de sanitaires accessibles aux personnes handicapées,22604.7,4000.0,IMBERT Françoise,Assemblée nationale,HAUTE-GARONNE,SRC
2011/10014,VILLARLURIN,SAVOIE,l'enfouissement des réseaux HTA (2ème phase),47494.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/10015,VILLAROGER,SAVOIE,"travaux de voirie aux hameaux de la Bonneville, La Gurraz et la Savine et au lieu-dit ""les Pravets"" (programme 2011)",121616.61,15000.0,Gouvernement,Réserve ministérielle,,
2011/10016,VILLARS,LOIRE,la construction d'un pôle petite enfance,1855000.0,15000.0,JUANICO Régis,Assemblée nationale,LOIRE,SRC
2011/10017,VILLARS-LES-BLAMONT,DOUBS,la mise en séparatif du réseau d'assainissement (tranche ferme),348362.0,5000.0,HERVIAUX Odette,Sénat,MORBIHAN,SOC
2011/10018,VILLARS-LES-DOMBES,AIN,"des aménagements de voirie, rue de l'Agriculture, rue Carnot et aux abords du gymnase",221000.0,8000.0,BOULAUD Didier,Sénat,NIEVRE,SOC
2011/10019,VILLARS-SOUS-DAMPJOUX,DOUBS,l'aménagement et la sécurisation de la rue de la Barbèche (1ère tranche),126566.0,3500.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10020,VILLAUDRIC,HAUTE-GARONNE,la construction d'un bâtiment multi-activités,422853.01,15000.0,AUBAN Bertrand,Sénat,HAUTE-GARONNE,SOC
2011/10021,VILLAUDRIC,HAUTE-GARONNE,"le renforcement du réseau d'eau potable, route de la Gare (RD 29 G)",91299.6,11950.0,AUBAN Bertrand,Sénat,HAUTE-GARONNE,SOC
2011/10022,VILLE,OISE,l'aménagement et l'élargissement de fossés en prévention des risques d'inondation,20100.0,10000.0,MARINI Philippe,Sénat,OISE,UMP
2011/10023,VILLEBEON,SEINE-ET-MARNE,la réfection de la façade de la mairie,4772.5,2300.0,HYEST Jean-Jacques,Sénat,SEINE-ET-MARNE,UMP
2011/10024,VILLEBERNY,COTE-D'OR,la réfection de la voie communale n°2,40438.8,20000.0,Gouvernement,Réserve ministérielle,,
2011/10025,VILLEBOIS-LAVALETTE,CHARENTE,l'acquisition de matériel et de mobilier dans le cadre de l'aménagement de la mairie,20611.9,4000.0,VIOLLET Jean-Claude,Assemblée nationale,CHARENTE,SRC
2011/10026,VILLEBOUGIS,YONNE,l'édification d'un colombarium et l'aménagement d'un jardin du souvenir,9778.12,2933.0,FORT Marie-Louise,Assemblée nationale,YONNE,UMP
2011/10027,VILLEBOUT,LOIR-ET-CHER,la restructuration et la mise aux normes de la mairie (2ème tranche),54426.6,10000.0,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI
2011/10028,VILLECERF,SEINE-ET-MARNE,la réfection du pont de Pilliers,49420.0,24710.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10029,VILLECHENEVE,RHONE,la rénovation de la salle polyvalente,162172.8,10000.0,GUILLOTEAU Christophe,Assemblée nationale,RHONE,UMP
2011/10030,VILLECHETIF,AUBE,"la restructuration de la salle des fêtes, l'aménagement d'une cuisine et la mise aux normes d'accessibilité des sanitaires",491825.14,15000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/10031,VILLECHETIVE,YONNE,la réfection de la toiture du bâtiment école-mairie,21292.05,4000.0,FORT Marie-Louise,Assemblée nationale,YONNE,UMP
2011/10032,VILLECLOYE,MEUSE,"l'aménagement d'une zone ""point tri""",7903.0,1000.0,Gouvernement,Réserve ministérielle,,
2011/10033,VILLECLOYE,MEUSE,l'installation d'une conduite d'eau potable sous la Chiers,9550.0,1000.0,Gouvernement,Réserve ministérielle,,
2011/10034,VILLECOMTAL,AVEYRON,la rénovation et l'extension de la mairie,279162.9,45000.0,Gouvernement,Réserve ministérielle,,
2011/10035,VILLECOMTE,COTE-D'OR,"l'achat de couvertes en pierres destinées à la réfection du mur situé sur le site du ""Creux Bleu""",11028.0,5514.0,REBSAMEN François,Sénat,COTE-D'OR,SOC
2011/10036,VILLECRESNES,VAL-DE-MARNE,la mise en accessibilité de la Maison des associations,59000.0,20000.0,CAMBON Christian,Sénat,VAL-DE-MARNE,UMP
2011/10037,VILLE-D'AVRAY,HAUTS-DE-SEINE,la restructuration du plateau sportif et du solarium de la piscine (tranches ferme et conditionnelle),1504933.0,25000.0,BADRÉ Denis,Sénat,HAUTS-DE-SEINE,UC
2011/10038,VILLE-DI-PIETRABUGNO,HAUTE-CORSE,la réfection des façades de la mairie,65000.0,15000.0,GANDOLFI-SCHEIT Sauveur,Assemblée nationale,HAUTE-CORSE,UMP
2011/10039,VILLEDOMER,INDRE-ET-LOIRE,l'acquisition de mobilier urbain,15683.0,7000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10040,VILLE-EN-BLAISOIS,HAUTE-MARNE,la réhabilitation du logement communal,49123.75,8000.0,GUENE Charles,Sénat,HAUTE-MARNE,UMP
2011/10041,VILLEFRANCHE-DU-PERIGORD,DORDOGNE,la rénovation partielle et la mise aux normes de l'école maternelle et de la cantine scolaire,99320.0,8008.0,JARRAUD-VERGNOLLE Annie,Sénat,PYRENEES-ATLANTIQUES,SOCV
2011/10042,VILLEFRANCHE-DU-QUEYRAN,LOT-ET-GARONNE,le remplacement de menuiseries et l'aménagement d'une salle de motricité et de repos au bâtiment de la mairie-école,88558.24,9000.0,DIEFENBACHER Michel,Assemblée nationale,LOT-ET-GARONNE,UMP
2011/10043,VILLEFRANCHE-SUR-MER,ALPES-MARITIMES,la restauration du parvis et des abords de la chapelle Saint-Grat,3800.0,1900.0,VESTRI René,Sénat,ALPES-MARITIMES,UMP
2011/10044,VILLEFRANCHE-SUR-SAONE,RHONE,l'aménagement du carrefour des Viaducs,668900.0,100000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10045,VILLEFRANCHE-SUR-SAONE,RHONE,"l'acquisition de l'immeuble situé 22, rue Desseigne",474000.0,50000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10046,VILLEFRANCHE-SUR-SAONE,RHONE,"l'acquisition de l'immeuble situé 198, rue Gantillon",397500.0,50000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10047,VILLEFRANQUE,HAUTES-PYRENEES,l'alimentation électrique du futur éco-quartier,31200.0,3000.0,GLAVANY Jean,Assemblée nationale,HAUTES-PYRENEES,SRC
2011/10048,VILLEGAILHENC,AUDE,l'aménagement d'une aire de jeux au square,16482.96,8200.0,PEREZ Jean-Claude,Assemblée nationale,AUDE,SRC
2011/10049,VILLEGONGIS,INDRE,la restauration d'un vitrail de l'église et de son entourage en pierre de taille,4520.0,2000.0,MAYET Jean-François,Sénat,INDRE,UMP
2011/10050,VILLEGOUGE,GIRONDE,les travaux de confortement par comblement de la carrière souterraine au droit du chemin de l'Escarderie,69360.0,10000.0,GARRAUD Jean-Paul,Assemblée nationale,GIRONDE,UMP
2011/10051,VILLEHERVIERS,LOIR-ET-CHER,l'extension de l'abri communal,48108.41,5026.0,MARTIN-LALANDE Patrice,Assemblée nationale,LOIR-ET-CHER,UMP
2011/10052,VILLEHERVIERS,LOIR-ET-CHER,la restauration des peintures murales de l'église,37533.22,4000.0,GOURAULT Jacqueline,Sénat,LOIR-ET-CHER,UDI
2011/10053,VILLEJESUS,CHARENTE,l'aménagement de l'entrée nord du bourg,160855.0,9500.0,LAMBERT Jérôme,Assemblée nationale,CHARENTE,SRC
2011/10054,VILLEJESUS,CHARENTE,l'aménagement d'un terrain multisports,56416.0,5000.0,PEYRONNET Jean-Claude,Sénat,HAUTE-VIENNE,SOC
2011/10055,VILLELAURE,VAUCLUSE,l'aménagement de la place du Baou,287531.0,10000.0,BOUCHET Jean-Claude,Assemblée nationale,VAUCLUSE,UMP
2011/10056,VILLELAURE,VAUCLUSE,la restauration de l'église paroissiale Saint-Marc (tranches 1 à 3),424868.4,10000.0,DUFAUT Alain,Sénat,VAUCLUSE,UMP
2011/10057,VILLELOUP,AUBE,le remplacement de la porte d'entrée de l'église,9959.87,4000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/10058,VILLEMADE,TARN-ET-GARONNE,la rénovation et la mise aux normes de la salle des fêtes,448130.0,20000.0,BAYLET Jean-Michel,Sénat,TARN-ET-GARONNE,RDSE
2011/10059,VILLEMAGNE-L'ARGENTIERE,HERAULT,la réfection du chemin de Grogues,43500.0,7500.0,COUDERC Raymond,Sénat,HERAULT,UMP
2011/10060,VILLEMANDEUR,LOIRET,l'installation de fenêtres dans la salle polyvalente de Lisledon,17641.42,8820.0,DOOR Jean-Pierre,Assemblée nationale,LOIRET,UMP
2011/10061,VILLEMANDEUR,LOIRET,l'installation de fenêtres en PVC à l'école des Catalpas,32608.7,10000.0,SUEUR Jean-Pierre,Sénat,LOIRET,SOC
2011/10062,VILLEMBRAY,OISE,la construction d'un préau,68800.0,10000.0,MARINI Philippe,Sénat,OISE,UMP
2011/10063,VILLEMER,SEINE-ET-MARNE,"la réfection de la voie communale n°9, de la place de la mairie et de la ruelle des sureaux (2ème partie)",66734.0,10000.0,JEGO Yves,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10064,VILLEMEREUIL,AUBE,"l'enfouissement des réseaux, rue de Fusin",25610.36,4000.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10065,VILLEMEREUIL,AUBE,"la réfection de la voirie, de la clôture du bâtiment communal et de la toiture des locaux communaux",34776.2,2000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/10066,VILLEMEREUIL,AUBE,"l'enfouissement des lignes électriques, rue du Bois",20700.0,2500.0,GAILLARD Yann,Sénat,AUBE,UMP
2011/10067,VILLEMOIRIEU,ISERE,"la construction de logements locatifs sociaux, place du Petit Café",894573.41,10000.0,DAVID Annie,Sénat,ISERE,CRC
2011/10068,VILLEMOMBLE,SEINE-SAINT-DENIS,le ravalement des façades et l'aménagement des abords du théâtre Georges Brassens,476588.63,150000.0,CALMEJANE Patrice,Assemblée nationale,SEINE-SAINT-DENIS,UMP
2011/10069,VILLEMONTAIS,LOIRE,l'acquisition d'un véhicule utilitaire,16270.5,4000.0,LONGERE Christiane,Sénat,LOIRE,UMP
2011/10070,VILLEMORIEN,AUBE,le contrôle du débit d'eau et l'installation d'un poteau d'incendie,3676.0,1500.0,MATHIS Jean-Claude,Assemblée nationale,AUBE,UMP
2011/10071,VILLEMORT,VIENNE,"l'installation d'ouvrants double-vitrage, dans le cadre de la réhabilitation de l'ancienne école en salle socio- culturelle",14851.72,5000.0,CLEMENT Jean-Michel,Assemblée nationale,VIENNE,SRC
2011/10072,VILLEMOTIER,AIN,l'acquisition d'un défibrillateur cardiaque automatique,1649.95,824.0,GOY-CHAVENT Sylvie,Sénat,AIN,UDI
2011/10073,VILLEMURLIN,LOIRET,l'acquisition de matériel pour le restaurant scolaire de l'espace Villa Murena,62801.55,10000.0,SUEUR Jean-Pierre,Sénat,LOIRET,SOC
2011/10074,VILLENAUXE-LA-GRANDE,AUBE,"la restructuration et la mise aux normes des réseaux d'eau potable et la réfection de la voirie, rue de Couailles",308515.0,22000.0,Gouvernement,Réserve ministérielle,,
2011/10075,VILLENAVE-PRES-MARSAC,HAUTES-PYRENEES,la réhabilitation de la mairie,117700.63,4000.0,MARC François,Sénat,FINISTERE,SOC
2011/10076,VILLENEUVE,AVEYRON,l'installation d'un ascenseur accessible aux personnes à mobilité réduite à la mairie,57500.0,12500.0,ESCOFFIER Anne-Marie,Sénat,AVEYRON,RDSE
2011/10077,VILLENEUVE-AU-CHEMIN,AUBE,l'aménagement de la halte touristique de la chapelle Saint-Joseph,41013.27,3000.0,ADNOT Philippe,Sénat,AUBE,NI
2011/10078,VILLENEUVE-D'ALLIER,HAUTE-LOIRE,l'aménagement de la place du centre-bourg,20355.0,8000.0,PRORIOL Jean,Assemblée nationale,HAUTE-LOIRE,UMP
2011/10079,VILLENEUVE-DE-LA-RAHO,PYRENEES-ORIENTALES,l'aménagement de jardins familiaux,120000.0,60000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10080,VILLENEUVE-DE-LA-RAHO,PYRENEES-ORIENTALES,la réfection de la voirie (programme 2011),185000.0,46248.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10081,VILLENEUVE-DE-LA-RAHO,PYRENEES-ORIENTALES,l'acquisition et l'installation d'armoires de commande d'éclairage public,16507.0,8253.0,IRLES Jacqueline,Assemblée nationale,PYRENEES-ORIENTALES,UMP
2011/10082,VILLENEUVE-DE-LA-RAHO,PYRENEES-ORIENTALES,l'aménagement de sanitaires au groupe scolaire Alfred Sauvy,58528.43,17500.0,IRLES Jacqueline,Assemblée nationale,PYRENEES-ORIENTALES,UMP
2011/10083,VILLENEUVE-DE-LA-RAHO,PYRENEES-ORIENTALES,l'extension du cimetière communal,62709.03,18750.0,IRLES Jacqueline,Assemblée nationale,PYRENEES-ORIENTALES,UMP
2011/10084,VILLENEUVE-DE-MARC,ISERE,la mise en accessibilité de la mairie,359226.38,25000.0,COLOMBIER Georges,Assemblée nationale,ISERE,UMP
2011/10085,VILLENEUVE-DE-MARC,ISERE,la réhabilitation partielle du groupe scolaire,125000.0,15000.0,SAUGEY Bernard,Sénat,ISERE,UMP
2011/10086,VILLENEUVE-FROUVILLE,LOIR-ET-CHER,la réfection de la toiture de l'église,16200.0,4960.0,LEROY Maurice,Assemblée nationale,LOIR-ET-CHER,NC
2011/10087,VILLENEUVE-LA-GUYARD,YONNE,la restauration de l'église Saint-Germain (3ème phase),270900.0,10000.0,Gouvernement,Réserve ministérielle,,
2011/10088,VILLENEUVE-LE-ROI,VAL-DE-MARNE,l'acquisition de défibrillateurs cardiaques automatiques et de boîtes murales,23190.0,11500.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10089,VILLENEUVE-LE-ROI,VAL-DE-MARNE,l'acquisition de matériaux destinés à la rénovation du quai du Halage,19095.44,9500.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10090,VILLENEUVE-LE-ROI,VAL-DE-MARNE,le traitement de l'humidité des murs de l'église,34150.0,17000.0,ACCOYER Bernard,Assemblée nationale,HAUTE-SAVOIE,UMP
2011/10091,VILLENEUVE-LES-BEZIERS,HERAULT,la restauration de l'orgue de l'église Saint-Etienne,14500.0,7250.0,RAOUL Daniel,Sénat,MAINE-ET-LOIRE,SOC
2011/10092,VILLENEUVE-LES-CHARNOD,JURA,la réhabilitation du bâtiment de la mairie et du logement communal,103851.86,6000.0,PELISSARD Jacques,Assemblée nationale,JURA,UMP
2011/10093,VILLENEUVE-LES-CHARNOD,JURA,la réfection des façades et de la toiture du clocher de l'église intercommunale,56028.62,7000.0,LARCHER Gérard,Sénat,YVELINES,UMP
2011/10094,VILLENEUVE-LES-MAGUELONE,HERAULT,l'installation d'un ascenseur dans les locaux de la mairie,162000.0,25000.0,ODMERGUE Jacques,Assemblée nationale,,
2011/10095,VILLENEUVE-LEZ-AVIGNON,GARD,l'aménagement de déplacements doux sur les boulevards De Lattre de Tassigny et des Cévennes,230000.0,100000.0,ROUBAUD Jean-Marc,Assemblée nationale,GARD,UMP
2011/10096,VILLENEUVE-SAINT-DENIS,SEINE-ET-MARNE,l'installation d'un accès au haut débit internet,385900.0,75000.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10097,VILLENEUVE-SAINT-DENIS,SEINE-ET-MARNE,la construction d'un groupe scolaire (1ère et 2ème phases),3156550.0,30000.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10098,VILLENEUVE-SAINT-GEORGES,VAL-DE-MARNE,l'installation d'un système de récupération des eaux de bassin du centre nautique,106242.16,37845.0,TERRADE Odette,Sénat,VAL-DE-MARNE,CRC-SPG
2011/10099,VILLENEUVE-SAINT-GEORGES,VAL-DE-MARNE,l'installation de jeux dans la cour de l'école des Poètes,24310.0,12155.0,TRERADE Odette,Sénat,,
2011/10100,VILLENEUVE-SAINT-GEORGES,VAL-DE-MARNE,"l'acquisition de la sculpture ""La Louve de Saint- Georges"" d'Alfredo Garzon",17000.0,5000.0,VOGUET Jean-François,Sénat,VAL-DE-MARNE,CRC-SPG
2011/10101,VILLENEUVE-SAINT-NICOLAS,EURE-ET-LOIR,"l'acquisition de la maison située 4, rue de l'Eglise en vue de la réhabiliter en logement social",41800.0,10000.0,VIGIER Philippe,Assemblée nationale,EURE-ET-LOIR,NC
2011/10102,VILLENEUVE-SUR-BELLOT,SEINE-ET-MARNE,la construction de nouvelles classes et l'aménagement d'une cantine scolaire,1068092.0,25000.0,JACOB Christian,Assemblée nationale,SEINE-ET-MARNE,UMP
2011/10103,VILLENEUVE-SUR-BELLOT,SEINE-ET-MARNE,la mise aux normes électriques du futur secrétariat de mairie,11862.37,5900.0,HOUEL Michel,Sénat,SEINE-ET-MARNE,UMP
2011/10104,VILLENEUVE-SUR-CHER,CHER,l'assainissement par microstation du centre de Galifard,41760.0,10000.0,SANDRIER Jean-Claude,Assemblée nationale,CHER,GDR
2011/10105,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,l'installation d'un système de protection antivol à la bibliothèque,8595.0,4297.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10106,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la réfection de la voirie (programme 2011),476161.0,200000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10107,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,travaux de revêtement de la voirie (programme 2011),300462.2,150000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10108,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la réfection de l'éclairage d'un court de tennis,11000.0,3000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10109,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la mise aux normes des clubs house de football et de rugby à XIII et la rénovation des voies de circulation du complexe sportif,26959.36,13479.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10110,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,l'acquisition d'un ordinateur portable et d'un tableau blanc interactif pour l'école élémentaire Jean-Jaurès,3557.11,1778.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10111,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,l'acquisition de matériel de théâtre,24787.12,6003.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
2011/10112,VILLENEUVE-SUR-LOT,LOT-ET-GARONNE,la réfection de la rue François Villon,430602.0,200000.0,CAHUZAC Jérôme,Assemblée nationale,LOT-ET-GARONNE,SRC
